rah,decd,mag,jh,zphot,arxiv,author,ra,dec,jname,zspec,field,jmag,hmag,id_zf,mass,sn,s11,muv,zeazy,mu,beta,ezphot,emuv,ebeta,logm,Muv,F150W,F200W,photz_2.5,photz_16,photz_84,photz_97.5,tform_16,tform_50,tform_84,stellar_mass_16,stellar_mass_50,stellar_mass_84,robust,zphot2,mag444,zerr,mptid,zplo,zphi,zserr,zflag,Te,Te_err,logO2pp,logO2pp_err,logO2p,logO2p_err,logOH,logOH_err,zperr,NIRCam_ID,z_Spec_flag,z_PRISM,z_spec_source,jades_id,Muv_err,beta_err,dv,dv_err,dchi2,pz,zphot_err,xi_Ha,nircam_id,gratings,zspec_err,beta_UV,beta_UV_err,beta_opt,beta_opt_err,m_uv,M_UV,z_ALT,n_lines_detected,zspec.,exptime,muv_err,emlines,id,count,F444W
,,,,,2301.12825,Kimihiko Nakajima,214.886141,52.87692,j141932.67p525236.93,4.588,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.88614098&dec=52.8769248&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_01534,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.88614098&dec=52.8769248&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,7.87,2404.03576,Dale Kocevski,214.886422,52.82338,j141932.74p524924.16,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8864228&dec=52.823379&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,27.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.09,0.53,1.46,0.24,29.21,-17.91,,,,,,,CEERS-65326,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8864228&dec=52.823379&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,-1.00,2404.03576,Dale Kocevski,214.886801,52.85538,j141932.83p525119.35,4.950,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8868018&dec=52.855376&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,24.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.34,0.34,0.05,0.04,28.32,-18.06,,,,,,,CEERS-13135,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8868018&dec=52.855376&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.887950,52.81103,j141933.11p524839.71,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.887958&dec=52.811031&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020000894,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.887958&dec=52.811031&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.888005,52.88825,j141933.12p525317.70,5.274,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.88800498&dec=52.8882513&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_01465,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.88800498&dec=52.8882513&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,27.6,,8.89,2301.09482,Seiji Fujimoto,214.888127,52.85899,j141933.15p525132.35,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8881278&dec=52.858987&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,21,-0.36,0.36,-1.0,Not confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS6_4012,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8881278&dec=52.858987&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2311.04867,Shuowen Jin,214.888790,52.83527,j141933.31p525006.97,3.438,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.888798&dec=52.83527&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30531,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.888798&dec=52.83527&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,-1.00,2404.03576,Dale Kocevski,214.889680,52.83298,j141933.52p524958.72,5.670,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.889688&dec=52.832977&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.01,0.53,0.45,0.21,28.8,-17.8,,,,,,,CEERS-69459,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.889688&dec=52.832977&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.889677,52.83298,j141933.52p524958.72,5.666,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8896778&dec=52.832977&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_00672,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8896778&dec=52.832977&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2303.08149,Ryan Sanders,214.890790,52.86870,j141933.79p525207.32,2.295,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.890798&dec=52.8687&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,12130,970,8.12,0.1,7.56,0.41,8.23,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.890798&dec=52.8687&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.08605,Antonello Calabro,214.890786,52.86870,j141933.79p525207.32,2.296,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89078578&dec=52.8686992&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89078578&dec=52.8686992&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.890850,52.81394,j141933.80p524850.19,5.268,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.890858&dec=52.813941&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_80072,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.890858&dec=52.813941&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.891459,52.86746,j141933.95p525202.85,5.150,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8914598&dec=52.867458&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_37697,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8914598&dec=52.867458&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.891630,52.81594,j141933.99p524857.39,5.674,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.891638&dec=52.815943&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_80916,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.891638&dec=52.815943&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.08605,Antonello Calabro,214.891632,52.86563,j141933.99p525156.27,1.652,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8916328&dec=52.8656302&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9025,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8916328&dec=52.8656302&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.891929,52.81208,j141934.06p524843.49,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8919298&dec=52.81208&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020004678,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8919298&dec=52.81208&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,7.00,2404.03576,Dale Kocevski,214.891920,52.87391,j141934.06p525226.09,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.891928&dec=52.873915&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,27.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.93,1.62,0.38,0.46,29.88,-17.06,,,,,,,CEERS-111679,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.891928&dec=52.873915&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.892075,52.84618,j141934.10p525046.24,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8920758&dec=52.846177&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020008189,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8920758&dec=52.846177&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.892155,52.82079,j141934.12p524914.85,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8921558&dec=52.820791&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020001110,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8921558&dec=52.820791&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,-1.00,2404.03576,Dale Kocevski,214.892248,52.87741,j141934.14p525238.66,6.690,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8922488&dec=52.877406&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22,0.11,0.43,0.03,27.03,-19.84,,,,,,,CEERS-10444,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8922488&dec=52.877406&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.08605,Antonello Calabro,214.892807,52.85934,j141934.27p525133.63,1.490,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89280698&dec=52.8593413&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3187,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89280698&dec=52.8593413&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.892861,52.86516,j141934.29p525154.57,6.695,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8928618&dec=52.865157&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_00577,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8928618&dec=52.865157&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.893112,52.82795,j141934.35p524940.61,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8931128&dec=52.827946&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020001349,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8931128&dec=52.827946&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.893982,52.84743,j141934.56p525050.75,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8939828&dec=52.84743&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020002081,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8939828&dec=52.84743&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.894064,52.81846,j141934.58p524906.46,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8940648&dec=52.818462&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020000955,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8940648&dec=52.818462&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.894101,52.84651,j141934.58p525047.44,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8941018&dec=52.846511&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020006373,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8941018&dec=52.846511&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.894186,52.84524,j141934.60p525042.87,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8941868&dec=52.845241&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020005006,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8941868&dec=52.845241&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,5.74,2404.03576,Dale Kocevski,214.894556,52.81216,j141934.69p524843.79,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8945568&dec=52.812163&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,25.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.75,0.4,1.44,0.07,28.54,-18.08,,,,,,,CEERS-21753,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8945568&dec=52.812163&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2311.04867,Shuowen Jin,214.895150,52.88820,j141934.84p525317.52,3.450,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.895158&dec=52.8882&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48525,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.895158&dec=52.8882&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,3.26,2208.00986,Adam Carnall,214.895611,52.85651,j141934.95p525123.60,,,,,,,,,,,,,,,,,,22.95,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8956118&dec=52.856508&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",3.16,3.2,3.32,3.39,1.24,1.38,1.49,10.94,10.96,10.99,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36262,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8956118&dec=52.856508&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,1807.02523,Corentin Schreiber,214.895630,52.85656,j141934.95p525123.60,3.239,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.895638&dec=52.856556&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D-EGS-18996,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.895638&dec=52.856556&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.895904,52.80655,j141935.02p524823.58,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8959048&dec=52.806551&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020000574,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8959048&dec=52.806551&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.896029,52.82059,j141935.05p524914.12,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8960298&dec=52.820589&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020004733,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8960298&dec=52.820589&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.896054,52.86985,j141935.05p525211.47,7.487,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8960548&dec=52.869853&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_80239,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8960548&dec=52.869853&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.896381,52.83851,j141935.13p525018.65,5.273,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8963818&dec=52.838514&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_00669,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8963818&dec=52.838514&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,7.30,2404.03576,Dale Kocevski,214.896469,52.78769,j141935.15p524715.68,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8964698&dec=52.787688&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,0.34,0.31,0.06,28.65,-18.35,,,,,,,CEERS-27202,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8964698&dec=52.787688&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,-1.00,2404.03576,Dale Kocevski,214.896763,52.87580,j141935.22p525232.87,6.130,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8967638&dec=52.875798&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.63,0.94,1.1,0.28,29.46,-17.27,,,,,,,CEERS-111399,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8967638&dec=52.875798&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.897072,52.80556,j141935.30p524820.01,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8970728&dec=52.805558&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020005924,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8970728&dec=52.805558&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,28.1,,8.95,2301.09482,Seiji Fujimoto,214.897232,52.84385,j141935.33p525037.86,8.998,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8972328&dec=52.843854&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,24,-0.15,1.95,0.0005,Confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS6_7641,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8972328&dec=52.843854&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
14:19:35.33,52:50:37.86,,,10.56,2207.12356,Callum Donnan,214.897208,52.84385,j141935.33p525037.86,,,,,,,,,,,,,,,,,-19.84,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89720833333338&dec=52.84385&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30585,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89720833333338&dec=52.84385&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
14:19:35.336,+52:50:37.87,,,,2301.07072,Mengtao Tang,214.897233,52.84385,j141935.33p525037.86,8.999,,,,,,,,,,,,,,,,-19.39,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89723333333338&dec=52.843852777777784&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-24,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89723333333338&dec=52.843852777777784&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.08605,Antonello Calabro,214.897723,52.83612,j141935.45p525010.02,3.302,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89772318&dec=52.8361155&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11699,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.89772318&dec=52.8361155&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.897785,52.80768,j141935.47p524827.64,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8977858&dec=52.807678&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020000586,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8977858&dec=52.807678&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.897852,52.84737,j141935.48p525050.54,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8978528&dec=52.847373&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020001970,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8978528&dec=52.847373&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2403.05506,Michael Maseda,214.897905,52.84841,j141935.50p525054.26,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8979058&dec=52.848406&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f170lp-g235h f290lp-g395h clear-prism,,,,,,,,,,,,,,aegis-2020001975,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8979058&dec=52.848406&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2301.12825,Kimihiko Nakajima,214.898074,52.82489,j141935.54p524929.62,7.174,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8980748&dec=52.824895&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS_80374,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=214.8980748&dec=52.824895&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
