id,ra,dec,zspec,zconf
mc257-32,44.41556,-22.16365,0.84786,3
mc257-34,44.42292,-22.16306,0.31299,3
mc257-39,44.41538,-22.16355,0.84751,3
mc257-44,44.42532,-22.16252,0.322009,3
mc257-49,44.42246,-22.16274,0.32183,3
mc257-51,44.4145,-22.16232,0.32811,3
mc257-52,44.42834,-22.16303,0.55465,3
mc257-54,44.41582,-22.16307,0.72252,3
mc257-60,44.41989,-22.15956,0.32249,3
mc257-67,44.41467,-22.14896,0.31416,3
mc257-69,44.41427,-22.14622,0.31479,3
mc257-71,44.42466,-22.14609,0.00034,3
mc257-74,44.42858,-22.14737,0.31942,1
mc257-76,44.42235,-22.14738,1.16953,2
mc257-80,44.42876,-22.14817,0.31858,2
mc257-82,44.41544,-22.14926,0.32566,3
mc257-84,44.42752,-22.14933,0.33209,2
mc257-85,44.42553,-22.14937,0.48971,1
mc257-93,44.4243,-22.15006,0.31835,3
mc257-101,44.42741,-22.15005,0.32049,3
mc257-102,44.4274,-22.1503,0.319,1
mc257-103,44.41163,-22.15043,0.32075,3
mc257-109,44.42535,-22.15035,0.31576,3
mc257-110,44.42535,-22.15077,0.33124,3
mc257-113,44.4259,-22.1504,3.2229,3
mc257-117,44.42265,-22.15062,0.31061,1
mc257-123,44.41925,-22.15088,4.698228,1
mc257-126,44.42609,-22.15077,3.85,3
mc257-128,44.42803,-22.15146,0.32819,3
mc257-134,44.42676,-22.15117,0.33321,3
mc257-136,44.42006,-22.15117,0.84816,3
mc257-139,44.4246,-22.15138,0.3214,3
mc257-141,44.41976,-22.15142,0.84817,3
mc257-150,44.41525,-22.15184,0.31812,3
mc257-152,44.42974,-22.15232,0.31902,3
mc257-155,44.41912,-22.15193,3.854,2
mc257-158,44.4243,-22.15225,4.69275,3
mc257-162,44.41679,-22.15248,5.238,1
mc257-163,44.41946,-22.15234,3.221958,3
mc257-163,44.41946,-22.15234,3.222348,3
mc257-164,44.41461,-22.15263,0.31871,3
mc257-166,44.42672,-22.15252,0.32514,2
mc257-170,44.41374,-22.15291,0.320844,3
mc257-174,44.41996,-22.15276,5.982,1
mc257-177,44.41196,-22.15306,0.32375,3
mc257-178,44.41197,-22.15337,5.277,2
mc257-183,44.42949,-22.15335,0.00045,3
mc257-187,44.42142,-22.15316,0.33356,3
mc257-188,44.41683,-22.1531,0.32536,2
mc257-195,44.4134,-22.15353,0.3206,3
mc257-196,44.41634,-22.15344,0.33408,3
mc257-199,44.42196,-22.15343,4.703799,1
mc257-202,44.426,-22.1536,1.16877,3
mc257-206,44.41476,-22.15377,0.30996,3
mc257-207,44.42854,-22.15374,0.31329,2
mc257-208,44.42114,-22.15376,3.22223,2
mc257-209,44.41784,-22.15412,0.33305,3
mc257-210,44.41609,-22.154,0.33357,3
mc257-215,44.42081,-22.15389,6.609,1
mc257-217,44.42739,-22.15427,0.32483,1
mc257-227,44.4167,-22.15446,0.32987,2
mc257-228,44.4211,-22.15494,0.32306,3
mc257-232,44.41939,-22.1545,0.31834,3
mc257-236,44.41317,-22.15448,4.69,3
mc257-239,44.41315,-22.15476,3.011837,2
mc257-245,44.41697,-22.15514,1.168784,2
mc257-251,44.41204,-22.15539,0.32483,3
mc257-254,44.42224,-22.15531,0.32563,3
mc257-257,44.42214,-22.15495,0.3238,3
mc257-258,44.41429,-22.15589,0.32305,3
mc257-262,44.42493,-22.15551,3.012216,3
mc257-263,44.42803,-22.15551,-0.00079,3
mc257-264,44.42013,-22.15566,0.32298,3
mc257-266,44.42737,-22.15574,0.336778,3
mc257-267,44.42653,-22.15571,4.69,3
mc257-270,44.42033,-22.15576,0.27709,3
mc257-270,44.42033,-22.15576,0.27708,3
mc257-271,44.42786,-22.15472,0.32682,3
mc257-277,44.41937,-22.15606,0.32412,3
mc257-288,44.42412,-22.15619,0.28542,3
mc257-292,44.42614,-22.15672,0.32886,3
mc257-293,44.42682,-22.15641,0.31,1
mc257-294,44.42253,-22.15664,0.31867,3
mc257-304,44.42163,-22.1568,0.31525,3
mc257-305,44.41796,-22.15688,0.310923,3
mc257-307,44.42456,-22.15641,1.16953,2
mc257-311,44.42185,-22.15706,0.31477,1
mc257-313,44.41201,-22.15755,0.33026,3
mc257-314,44.41178,-22.15809,0.33051,2
mc257-317,44.42863,-22.15732,0.33231,3
mc257-319,44.4228,-22.15772,0.32638,3
mc257-320,44.42328,-22.15805,0.32604,3
mc257-331,44.41639,-22.15797,0.315039,3
mc257-348,44.41652,-22.15842,0.32,2
mc257-349,44.43076,-22.15897,0.33288,3
mc257-351,44.42253,-22.1587,0.32148,2
mc257-355,44.41455,-22.1588,0.31366,2
mc257-361,44.41745,-22.15903,0.32826,3
mc257-362,44.42511,-22.15918,0.3163,3
mc257-368,44.42325,-22.1592,4.59326,1
mc257-371,44.41214,-22.15945,1.16789,2
mc257-373,44.41303,-22.16016,1.1114,3
mc257-378,44.42723,-22.1597,0.33133,3
mc257-379,44.42412,-22.15963,0.31957,3
mc257-386,44.41397,-22.15869,2.5662,3
mc257-387,44.41212,-22.15981,1.159,2
mc257-390,44.41622,-22.16035,0.32723,3
mc257-391,44.41453,-22.16002,0.31792,3
mc257-393,44.42434,-22.16021,0.31241,3
mc257-395,44.42564,-22.15903,0.323582,2
mc257-403,44.4301,-22.14643,0.31983,2
mc257-406,44.42227,-22.16137,1.16885,3
mc257-407,44.41535,-22.16127,5.277,2
mc257-412,44.42138,-22.16141,0.32657,3
mc257-415,44.41349,-22.16206,0.31822,2
mc257-416,44.41771,-22.16185,4.69,3
mc257-417,44.42349,-22.16197,1.306,1
mc257-418,44.41505,-22.16212,0.31668,3
mc257-423,44.42219,-22.16217,2.428,1
mc257-425,44.42288,-22.16228,6.224,2
mc257-426,44.42545,-22.14731,0.00051,3
mc257-427,44.42073,-22.14639,0.32,1
mc257-432,44.41747,-22.1495,0.31354,3
mc257-434,44.41196,-22.14783,1.69597,2
mc257-440,44.41232,-22.14821,0.81451,3
mc257-443,44.41373,-22.14702,0.50202,3
mc257-444,44.42401,-22.14698,0.57699,2
mc257-458,44.42875,-22.14779,0.31918,3
mc257-462,44.41724,-22.1485,0.325956,3
mc257-470,44.42414,-22.14797,0.32514,1
mc257-472,44.41349,-22.14762,0.14963,3
mc257-477,44.42374,-22.14886,3.22369,3
mc257-477,44.42374,-22.14886,3.222351,3
mc257-479,44.42142,-22.14868,4.695246,3
mc257-482,44.42332,-22.14851,3.85,3
mc257-484,44.42245,-22.1488,0.32533,3
mc257-485,44.43046,-22.14887,0.54634,3
mc257-488,44.41938,-22.15753,2.424,2
mc257-489,44.41276,-22.15981,1.169,3
mc257-490,44.42394,-22.16054,0.55528,3
mc257-492,44.41237,-22.15717,1.16938,3
mc329-1,52.42809,-2.19643,6.01121,2
mc329-2,52.43118,-2.19135,6.0261,2
mc329-3,52.4202,-2.19454,6.0261,2
mc329-75,52.42215,-2.20114,0.52132,3
mc329-94,52.42609,-2.18869,0.79013,3
mc329-104,52.42333,-2.19659,0.450887,3
mc329-129,52.43039,-2.19598,2.921,2
mc329-167,52.42659,-2.19379,3.795,2
mc329-188,52.42293,-2.19493,0.45227,3
mc329-209,52.42973,-2.20193,5.69873,3
mc329-210,52.43186,-2.19695,3.63321,2
mc329-212,52.43006,-2.20291,5.67196,2
mc329-218,52.42291,-2.20535,3.58105,1
mc329-229,52.42548,-2.19747,3.8546,2
mc329-261,52.42769,-2.20726,5.66095,1
mc329-262,52.42294,-2.20579,3.09879,2
mc329-280,52.4351,-2.19986,1.151,1
mc329-301,52.42463,-2.19699,3.857518,2
mc329-326,52.42311,-2.19541,0.45026,3
mc329-336,52.42184,-2.19319,0.2244,3
mc329-340,52.42716,-2.20772,5.65958,2
mc329-417,52.42469,-2.20743,3.103,2
mc329-452,52.41875,-2.19794,6.342,1
mc329-456,52.42677,-2.18985,4.13,1
mc329-484,52.42615,-2.19693,4.57131,2
mc329-525,52.42557,-2.20829,5.66325,1
mc329-544,52.42517,-2.19852,4.698,1
mc329-599,52.42116,-2.20218,0.39084,3
mc329-608,52.43101,-2.20436,6.07545,1
mc329-617,52.42474,-2.19442,3.198433,1
mc329-635,52.4185,-2.19504,5.594,1
mc329-641,52.42585,-2.18984,6.01121,2
mc329-651,52.43141,-2.19914,3.93071,1
mc329-665,52.42189,-2.19605,0.41799,1
mc329-668,52.41777,-2.19991,5.63,1
mc329-680,52.42415,-2.19504,3.79653,1
mc329-702,52.434,-2.19525,4.316,1
mc329-744,52.42899,-2.19305,0.6482,1
mc329-778,52.42324,-2.19066,4.231,1
mc329-786,52.42144,-2.19241,4.614,1
mc329-819,52.42457,-2.19643,4.57705,1
mc329-850,52.41706,-2.20067,4.806,1
mc329-852,52.42817,-2.19551,5.035,1
mc329-855,52.42981,-2.20148,4.55721,1
mc329-1,52.41747,-2.19945,0.00023,3
mc329-2,52.42563,-2.20597,0.45409,3
mc329-3,52.41596,-2.19922,0.44803,3
mc329-4,52.4153,-2.19931,0.4539,3
mc329-32,52.42674,-2.2073,0.44036,3
mc329-74,52.42059,-2.2027,0.39,1
mc329-85,52.41906,-2.20218,0.67106,3
mc329-90,52.42293,-2.20483,0.52134,3
mc329-119,52.42464,-2.20674,0.47097,3
mc329-159,52.41584,-2.19727,0.38235,2
mc329-166,52.42067,-2.20222,0.44707,3
mc329-204,52.42937,-2.206,0.45629,3
mc329-217,52.42203,-2.2,0.45103,3
mc329-231,52.42636,-2.20561,0.455,1
mc329-236,52.41844,-2.19891,0.459542,1
mc329-239,52.42669,-2.20552,0.453625,2
mc329-272,52.41951,-2.19947,0.38237,1
mc329-285,52.42322,-2.19623,0.450498,3
mc329-307,52.42457,-2.20066,0.00019,3
mc329-319,52.42641,-2.20305,0.45224,3
mc329-322,52.42151,-2.19631,0.29973,3
mc329-325,52.42385,-2.19854,0.15141,3
mc329-368,52.42041,-2.19852,0.45157,1
mc329-380,52.41918,-2.19488,0.44363,3
mc329-385,52.41846,-2.19572,0.45587,3
mc329-430,52.4213,-2.19853,0.93144,2
mc329-437,52.42321,-2.19955,0.464272,2
mc329-447,52.42795,-2.20179,0.38285,3
mc329-460,52.4195,-2.1956,0.44621,2
mc329-481,52.42211,-2.19757,0.45652,3
mc329-525,52.42423,-2.19715,0.45037,3
mc329-533,52.42081,-2.19602,1.31329,2
mc329-545,52.41915,-2.19375,0.45502,1
mc329-548,52.42377,-2.19816,0.32493,3
mc329-550,52.42288,-2.19721,0.45186,2
mc329-551,52.42054,-2.1917,0.44298,3
mc329-560,52.43223,-2.20365,0.45418,3
mc329-568,52.42328,-2.19693,0.455,3
mc329-573,52.42112,-2.19472,0.53254,3
mc329-604,52.4221,-2.19512,0.45485,3
mc329-606,52.42862,-2.20067,0.44157,3
mc329-621,52.42477,-2.19723,0.450821,3
mc329-625,52.4264,-2.19845,2.14554,2
mc329-636,52.42389,-2.19664,0.45018,3
mc329-650,52.42359,-2.19632,0.45005,3
mc329-663,52.43009,-2.20169,0.41196,1
mc329-674,52.4288,-2.19959,0.449326,1
mc329-686,52.42661,-2.19545,0.38707,3
mc329-689,52.42396,-2.19632,0.477,3
mc329-705,52.43116,-2.20229,0.99078,3
mc329-709,52.42493,-2.19677,0.45127,2
mc329-723,52.42158,-2.19224,0.44709,3
mc329-726,52.42403,-2.19522,0.45575,3
mc329-734,52.42395,-2.19543,0.458044,3
mc329-737,52.42107,-2.19133,2.14561,3
mc329-739,52.42472,-2.1962,0.4462,2
mc329-746,52.42548,-2.19624,0.38463,2
mc329-749,52.42354,-2.19388,0.44808,2
mc329-761,52.42444,-2.19555,0.44891,2
mc329-792,52.4222,-2.19009,0.45694,3
mc329-835,52.42863,-2.19366,0.45599,3
mc329-843,52.43048,-2.19951,0.472,1
mc329-846,52.42865,-2.19665,0.44504,3
mc329-848,52.42573,-2.19044,2.14567,2
mc329-864,52.43204,-2.19239,0.9625,3
mc329-890,52.43508,-2.19684,0.88178,3
mc329-931,52.43297,-2.19574,0.44581,3
mc329-937,52.43495,-2.19772,0.45506,2
mc329-943,52.42714,-2.1909,0.29972,3
mc329-970,52.42343,-2.18994,0.4487,3
mc329-979,52.43268,-2.19561,0.45973,3
mc329-991,52.4332,-2.19658,2.890063,3
mc329-992,52.4245,-2.19306,0.45273,3
mc329-1003,52.42998,-2.19429,0.45557,3
mc329-1019,52.42415,-2.1904,0.96353,3
mc329-1037,52.42784,-2.1931,0.44327,2
mc329-1044,52.43139,-2.19604,0.459,1
mc329-1058,52.42274,-2.18956,0.33436,3
mc329-1060,52.43264,-2.19807,0.53204,3
mc329-1086,52.43119,-2.19648,3.49821,2
mc329-1109,52.42935,-2.19559,0.75481,3
mc329-1117,52.42339,-2.19086,0.45018,3
mc329-1125,52.42554,-2.19403,0.445497,1
mc329-1142,52.42288,-2.19029,0.456,1
mc329-1152,52.42482,-2.19251,0.46059,1
mc329-1174,52.42637,-2.19422,0.453816,3
mc329-1191,52.42542,-2.19435,0.44692,3
mc329-1202,52.42796,-2.19589,0.45663,3
mc329-1225,52.43342,-2.20108,3.95496,2
mc329-1230,52.43291,-2.20088,4.0545,2
mc329-1236,52.42561,-2.19415,0.46042,1
mc329-1250,52.42219,-2.19035,0.45701,3
mc329-1368,52.42538,-2.18615,0.45726,3
mc329-1369,52.42501,-2.18764,0.605326,1
mc329-1420,52.43528,-2.19661,0.45467,3
mc329-1450,52.42602,-2.18872,0.4533,3
mc329-1453,52.43157,-2.1942,0.44563,3
mc329-1459,52.43138,-2.19319,0.44617,2
mc329-1461,52.43123,-2.19304,0.443,1
mc329-1474,52.43099,-2.19597,0.44776,1
mc329-1480,52.42748,-2.19291,0.44539,1
mc329-1489,52.42678,-2.20812,0.37029,3
mc329-1490,52.42939,-2.19411,1.31314,3
mc416ne-1,64.03755,-24.06101,4.11343,2
mc416ne-3,64.03351,-24.06494,4.60569,2
mc416ne-4,64.04926,-24.071,6.147,2
mc416ne-5,64.03328,-24.06748,1.14717,2
mc416ne-6,64.03595,-24.06786,4.068504,2
mc416ne-7,64.04635,-24.07671,4.07074,2
mc416ne-8,64.04061,-24.05921,5.0996,2
mc416ne-9,64.04953,-24.06809,5.0996,2
mc416ne-10,64.03981,-24.06694,5.998,2
mc416ne-11,64.0364,-24.0622,6.06645,2
mc416ne-12,64.04838,-24.0736,6.06645,2
mc416ne-13,64.03772,-24.06877,2.99113,2
mc416ne-14,64.04376,-24.07367,2.99113,2
mc416ne-15,64.04476,-24.06669,2.922,2
mc416ne-16,64.03621,-24.06066,2.922,2
mc416ne-17,64.05403,-24.06228,2.9232,1
mc416ne-11,64.04178,-24.05873,3.09167,2
mc416ne-20,64.04295,-24.06398,4.11382,2
mc416ne-47,64.04863,-24.05797,3.844,1
mc416ne-90,64.04584,-24.07408,5.998,2
mc416ne-116,64.03843,-24.06591,3.29318,3
mc416ne-134,64.04962,-24.07237,2.98173,2
mc416ne-145,64.04567,-24.06009,6.6273,2
mc416ne-148,64.03308,-24.06647,4.686,1
mc416ne-149,64.03377,-24.0658,4.07074,2
mc416ne-156,64.04874,-24.05866,4.69192,2
mc416ne-170,64.03858,-24.06856,0.561,1
mc416ne-177,64.03451,-24.0671,3.22631,1
mc416ne-179,64.04679,-24.06381,5.0996,3
mc416ne-181,64.04258,-24.07326,1.20146,1
mc416ne-183,64.04328,-24.07484,2.922,1
mc416ne-185,64.04648,-24.07613,4.60569,2
mc416ne-186,64.04595,-24.07215,1.393,1
mc416ne-196,64.04672,-24.05604,4.984699,1
mc416ne-201,64.0517,-24.06949,6.56145,2
mc416ne-203,64.03674,-24.06799,4.609,2
mc416ne-208,64.04559,-24.05595,5.484,1
mc416ne-226,64.05298,-24.06601,6.258,1
mc416ne-230,64.04345,-24.05753,3.060593,2
mc416ne-231,64.04609,-24.07538,4.459955,1
mc416ne-241,64.05395,-24.06834,4.621,1
mc416ne-248,64.04928,-24.05851,3.7205,1
mc416ne-252,64.04271,-24.0722,4.29855,2
mc416ne-260,64.04122,-24.06968,4.132882,1
mc416ne-261,64.05433,-24.06677,3.24956,2
mc416ne-266,64.05365,-24.06541,4.071,1
mc416ne-288,64.05562,-24.06714,5.332,1
mc416ne-291,64.03885,-24.06573,0.50001,1
mc416ne-293,64.04125,-24.06776,1.2869,1
mc416ne-296,64.04701,-24.06981,0.0,2
mc416ne-305,64.04781,-24.07455,5.97,1
mc416ne-311,64.05331,-24.06222,5.024,1
mc416ne-314,64.04806,-24.07085,4.11343,3
mc416ne-319,64.03911,-24.06978,4.303611,2
mc416ne-328,64.0479,-24.06468,5.636,1
mc416ne-329,64.04724,-24.05742,4.79651,1
mc416ne-331,64.05063,-24.06783,4.538,1
mc416ne-335,64.03415,-24.06657,3.2221,3
mc416ne-336,64.03858,-24.06741,0.40059,3
mc416ne-1247,64.04854,-24.07521,3.2102,2
mc416ne-1342,64.03853,-24.07604,4.481814,1
mc416ne-1374,64.05786,-24.06592,4.75868,2
mc416ne-1386,64.05556,-24.0638,6.0743,2
mc416ne-41,64.05189,-24.07337,3.6093,1
mc416ne-62,64.0476,-24.07642,0.40557,1
mc416ne-79,64.05143,-24.07291,0.406837,1
mc416ne-93,64.05608,-24.06865,0.41,1
mc416ne-98,64.04486,-24.07352,0.40288,3
mc416ne-104,64.04691,-24.07569,0.398448,2
mc416ne-107,64.04866,-24.07409,0.38894,3
mc416ne-115,64.04806,-24.07498,0.40232,1
mc416ne-124,64.04907,-24.0748,4.123514,2
mc416ne-135,64.05741,-24.06632,1.34634,3
mc416ne-136,64.04457,-24.07828,1.634565,2
mc416ne-140,64.03932,-24.07686,0.4006,3
mc416ne-151,64.05144,-24.07128,1.34751,3
mc416ne-152,64.05506,-24.06786,1.11291,3
mc416ne-156,64.05503,-24.06841,5.93197,3
mc416ne-159,64.04768,-24.07507,3.07237,3
mc416ne-161,64.05373,-24.06767,1.12293,3
mc416ne-163,64.04606,-24.07678,3.2221,2
mc416ne-178,64.04584,-24.07544,0.6164,3
mc416ne-181,64.05663,-24.06612,0.0,3
mc416ne-198,64.04684,-24.07538,3.29313,3
mc416ne-203,64.05198,-24.07051,6.067,2
mc416ne-205,64.048,-24.07419,4.29547,2
mc416ne-206,64.05111,-24.07041,1.55662,2
mc416ne-244,64.05358,-24.06598,2.09612,1
mc416ne-248,64.04716,-24.07334,1.676,1
mc416ne-250,64.0499,-24.07078,0.74201,1
mc416ne-265,64.05062,-24.06934,0.67971,1
mc416ne-272,64.05269,-24.06767,2.708,1
mc416ne-274,64.04187,-24.07653,0.39948,3
mc416ne-277,64.0462,-24.07198,1.12294,3
mc416ne-288,64.04719,-24.07207,0.41094,3
mc416ne-296,64.04889,-24.07081,0.44624,3
mc416ne-300,64.0409,-24.0746,0.40333,2
mc416ne-310,64.05262,-24.06572,0.39455,3
mc416ne-346,64.03942,-24.05884,3.29275,3
mc416ne-353,64.03408,-24.06673,0.40477,3
mc416ne-354,64.03419,-24.06708,0.39822,3
mc416ne-358,64.03567,-24.06537,-0.0001,3
mc416ne-360,64.04545,-24.05574,4.843454,1
mc416ne-361,64.04586,-24.05569,0.87007,3
mc416ne-364,64.04157,-24.05962,1.1127,3
mc416ne-366,64.04468,-24.05767,2.810692,3
mc416ne-367,64.04492,-24.05776,2.810534,3
mc416ne-369,64.04522,-24.05746,3.61258,3
mc416ne-370,64.03853,-24.0638,0.48383,3
mc416ne-376,64.04225,-24.06054,2.096994,1
mc416ne-379,64.03888,-24.06361,0.48314,3
mc416ne-380,64.03268,-24.07015,0.38924,3
mc416ne-381,64.04388,-24.05923,0.408477,3
mc416ne-383,64.0358,-24.06665,0.398492,1
mc416ne-384,64.03445,-24.06796,0.40782,3
mc416ne-391,64.03982,-24.0631,2.092293,2
mc416ne-393,64.04481,-24.0585,1.05688,3
mc416ne-397,64.03573,-24.06809,0.4007,3
mc416ne-403,64.04037,-24.0629,0.9063,2
mc416ne-411,64.03601,-24.06726,0.94,3
mc416ne-414,64.03541,-24.06787,0.40128,3
mc416ne-422,64.04139,-24.0634,0.77094,3
mc416ne-425,64.03355,-24.06947,2.09613,3
mc416ne-431,64.03778,-24.06614,0.38469,3
mc416ne-432,64.03743,-24.06599,0.39903,1
mc416ne-442,64.04582,-24.05897,0.39904,3
mc416ne-443,64.03493,-24.06838,0.403652,1
mc416ne-444,64.03519,-24.06875,0.402997,3
mc416ne-447,64.04598,-24.05821,6.498,1
mc416ne-456,64.03964,-24.06426,4.30082,3
mc416ne-462,64.04183,-24.06282,0.39596,3
mc416ne-467,64.03758,-24.06644,0.39882,3
mc416ne-469,64.04643,-24.05806,0.54866,3
mc416ne-471,64.03473,-24.0698,0.40181,3
mc416ne-482,64.03872,-24.0661,0.40703,3
mc416ne-490,64.04285,-24.06222,0.3953,3
mc416ne-503,64.0476,-24.05764,0.404515,1
mc416ne-516,64.03344,-24.06907,0.4093,3
mc416ne-518,64.0381,-24.06748,0.40082,3
mc416ne-520,64.04054,-24.06632,2.283982,2
mc416ne-522,64.03601,-24.06848,0.40062,2
mc416ne-531,64.04253,-24.06324,0.40285,3
mc416ne-533,64.04101,-24.06409,6.06645,3
mc416ne-539,64.04519,-24.06213,0.40552,3
mc416ne-541,64.03574,-24.06968,0.40024,3
mc416ne-584,64.03471,-24.0716,0.40156,3
mc416ne-585,64.04333,-24.06295,6.14734,2
mc416ne-592,64.05022,-24.0572,0.40545,3
mc416ne-594,64.04646,-24.0604,3.238,3
mc416ne-599,64.03518,-24.07098,1.99083,3
mc416ne-616,64.03996,-24.06662,3.290323,3
mc416ne-617,64.04008,-24.06674,3.289,2
mc416ne-624,64.03959,-24.06716,0.400019,3
mc416ne-631,64.03778,-24.06899,2.99113,2
mc416ne-648,64.04269,-24.06513,0.39463,3
mc416ne-650,64.03724,-24.06967,4.07134,3
mc416ne-698,64.04528,-24.06277,3.289276,3
mc416ne-699,64.04813,-24.06016,5.246354,1
mc416ne-700,64.04729,-24.06103,0.301,1
mc416ne-714,64.04368,-24.06441,3.60632,2
mc416ne-717,64.03945,-24.06933,0.40742,3
mc416ne-727,64.03991,-24.0683,0.409,2
mc416ne-762,64.04504,-24.06398,1.175,1
mc416ne-769,64.0368,-24.07226,0.39382,3
mc416ne-794,64.04612,-24.06395,0.39833,3
mc416ne-797,64.03878,-24.07072,0.40009,3
mc416ne-801,64.04785,-24.06207,6.14727,3
mc416ne-806,64.04404,-24.06605,0.39682,3
mc416ne-807,64.04412,-24.06654,0.39179,3
mc416ne-818,64.04413,-24.06434,0.40511,3
mc416ne-819,64.05141,-24.06117,1.62338,2
mc416ne-820,64.05113,-24.06076,1.62269,3
mc416ne-821,64.05123,-24.06108,1.62352,2
mc416ne-822,64.05058,-24.06009,0.39374,3
mc416ne-823,64.05088,-24.06025,0.39424,3
mc416ne-825,64.03823,-24.07176,0.39641,3
mc416ne-828,64.04663,-24.06359,0.404,1
mc416ne-838,64.0492,-24.06124,0.5366,3
mc416ne-841,64.04123,-24.06872,0.40832,1
mc416ne-842,64.04818,-24.0624,6.14696,3
mc416ne-855,64.05098,-24.06044,1.62284,3
mc416ne-858,64.03758,-24.07276,0.40646,3
mc416ne-859,64.04675,-24.06422,0.389997,3
mc416ne-860,64.04105,-24.06941,0.3927,1
mc416ne-862,64.04089,-24.06974,0.3922,3
mc416ne-870,64.04632,-24.06472,4.79297,1
mc416ne-883,64.05042,-24.06131,0.3925,3
mc416ne-884,64.04251,-24.06924,0.40032,3
mc416ne-898,64.04586,-24.06583,4.11487,3
mc416ne-899,64.05205,-24.05992,3.0726,2
mc416ne-910,64.04482,-24.06708,0.39869,3
mc416ne-920,64.04912,-24.06184,0.42013,3
mc416ne-921,64.04933,-24.06272,3.078187,3
mc416ne-932,64.0506,-24.06194,0.39965,2
mc416ne-936,64.04315,-24.06873,0.40505,3
mc416ne-939,64.04112,-24.07107,0.9398,3
mc416ne-940,64.04132,-24.07137,0.39944,3
mc416ne-945,64.04826,-24.06423,0.4063,2
mc416ne-952,64.04419,-24.06872,0.40677,3
mc416ne-957,64.05146,-24.06154,4.333,1
mc416ne-958,64.04871,-24.06456,0.40229,3
mc416ne-959,64.04636,-24.06706,0.39805,3
mc416ne-963,64.04909,-24.06286,3.236754,3
mc416ne-973,64.04746,-24.066,2.097556,2
mc416ne-980,64.04854,-24.06572,0.40624,3
mc416ne-982,64.04871,-24.06511,0.39142,3
mc416ne-991,64.04314,-24.0704,0.4022,1
mc416ne-997,64.04262,-24.07105,0.40449,2
mc416ne-999,64.05393,-24.06079,0.40237,1
mc416ne-1001,64.04037,-24.07305,1.14717,2
mc416ne-1007,64.05125,-24.0632,3.63746,2
mc416ne-1018,64.05334,-24.06181,0.73484,1
mc416ne-1019,64.05356,-24.06174,0.394668,3
mc416ne-1029,64.04602,-24.06879,2.922,3
mc416ne-1031,64.04477,-24.06982,0.40216,3
mc416ne-1034,64.04483,-24.0691,0.40512,3
mc416ne-1035,64.05061,-24.06462,0.408045,3
mc416ne-1040,64.04815,-24.06696,2.09568,1
mc416ne-1048,64.04919,-24.06618,0.40323,3
mc416ne-1050,64.05144,-24.06405,2.928276,3
mc416ne-1054,64.04035,-24.07442,0.41221,1
mc416ne-1056,64.04085,-24.07399,0.391995,1
mc416ne-1058,64.04243,-24.07255,0.73178,3
mc416ne-1059,64.04276,-24.07303,0.40668,3
mc416ne-1082,64.04737,-24.06867,1.89588,2
mc416ne-1093,64.05102,-24.06506,0.39301,1
mc416ne-1095,64.04344,-24.07247,0.40038,3
mc416ne-1096,64.04462,-24.07148,2.279491,2
mc416ne-1112,64.04516,-24.07145,0.39615,3
mc416ne-1113,64.04506,-24.07165,0.39611,1
mc416ne-1114,64.04772,-24.06865,4.1156,2
mc416ne-1127,64.04454,-24.07207,2.09407,2
mc416ne-1133,64.04368,-24.07335,0.4021,3
mc416ne-1141,64.05082,-24.06641,6.14784,3
mc416ne-1146,64.04961,-24.06781,0.394939,3
mc416ne-1154,64.04923,-24.06817,3.289869,3
mc416ne-1156,64.04757,-24.06988,0.403682,3
mc416ne-1158,64.04245,-24.07466,0.40445,3
mc416ne-1161,64.04467,-24.07252,0.40043,2
mc416ne-1163,64.03767,-24.06245,0.53396,2
mc416ne-1172,64.0451,-24.07233,3.2905,3
mc416ne-1175,64.0504,-24.06764,0.29843,3
mc416ne-1189,64.04565,-24.07202,0.47714,3
mc416ne-1192,64.0478,-24.07015,3.6067,2
mc416ne-1194,64.0418,-24.07573,1.99082,3
mc416ne-1200,64.04536,-24.07253,3.289,2
mc416ne-1206,64.04391,-24.07505,4.073,3
mc416ne-1218,64.05237,-24.06659,4.322809,2
mc416ne-1219,64.0326,-24.06352,0.40438,3
mc416ne-1234,64.05275,-24.06668,3.7995,1
mc416ne-1255,64.0405,-24.0784,3.968,2
mc416ne-1315,64.02926,-24.06693,0.46763,3
mc416ne-1321,64.03432,-24.06372,2.09407,2
mc416ne-1339,64.04088,-24.05652,2.112,1
mc416ne-1359,64.0348,-24.06282,0.390288,3
mc416ne-1362,64.03426,-24.06299,2.279885,1
mc416ne-1369,64.03889,-24.06062,6.147,1
mc416ne-1371,64.03224,-24.06578,0.40418,3
mc416ne-1373,64.0377,-24.05984,4.11487,2
mc416ne-1390,64.03566,-24.06273,1.303,3
mc416ne-1393,64.03484,-24.06536,-0.000553,3
mc416ne-1397,64.03641,-24.06339,4.29547,1
mc416ne-1400,64.03077,-24.06713,1.99008,3
mc416ne-1402,64.03988,-24.05911,0.40108,1
mc416ne-1404,64.03079,-24.06722,1.99008,3
mc416ne-1406,64.03768,-24.06076,1.89588,2
mc416ne-1419,64.0341,-24.0647,0.40237,3
mc416ne-1453,64.03423,-24.06601,1.005,2
mc416ne-1454,64.04123,-24.06068,0.73254,3
mc416ne-1457,64.0394,-24.06215,0.53564,3
mc416ne-1468,64.03642,-24.06309,0.56569,3
