id,ra,dec,zspec,zconf
a2744-2273,3.58445,-30.41488,0.628,3
a2744-2407,3.58226,-30.41374,4.0208,2
a2744-3178,3.5813,-30.41457,0.0,3
a2744-2684,3.58306,-30.41189,6.5195,1
a2744-2874,3.58024,-30.41135,4.7283,3
a2744-2878,3.58123,-30.41158,1.0972,3
a2744-3040,3.58136,-30.41107,1.3359,3
a2744-3051,3.58131,-30.41073,3.7093,3
a2744-3328,3.56959,-30.41216,0.2993,3
a2744-2,3.57805,-30.41316,6.0938,1
a2744-2709,3.57696,-30.41344,1.366,3
a2744-2615,3.57552,-30.4132,1.3233,2
a2744-2674,3.57435,-30.41253,4.7283,3
a2744-2796,3.57503,-30.41219,1.3662,3
a2744-2907,3.57458,-30.41228,1.3673,3
a2744-3019,3.57532,-30.41277,1.3681,3
a2744-647,3.57545,-30.41108,3.726514,2
a2744-2787,3.57583,-30.41236,1.365753,2
a2744-2810,3.57539,-30.41191,0.6063,3
a2744-3258,3.57587,-30.41042,0.446,3
a2744-3429,3.57615,-30.41108,0.0,3
a2744-2956,3.5783,-30.41133,3.8123,2
a2744-3065,3.57773,-30.41145,3.2031,3
a2744-3517,3.5789,-30.41001,1.2689,3
a2744-4423,3.57967,-30.40919,0.303,3
a2744-3275,3.57773,-30.40978,4.402405,3
a2744-3402,3.5767,-30.41019,1.648,3
a2744-2982,3.57435,-30.41137,1.3677,3
a2744-850,3.57514,-30.40969,3.879,2
a2744-3210,3.57165,-30.41001,3.966,2
a2744-3361,3.57078,-30.41021,2.7416,2
a2744-3602,3.57103,-30.4096,0.6512,1
a2744-3677,3.57271,-30.40958,-0.000367,3
a2744-3492,3.57445,-30.4089,4.8938,2
a2744-4538,3.5734,-30.40746,0.3146,3
a2744-5061,3.57394,-30.40883,0.3137,3
a2744-3911,3.57755,-30.40819,0.3073,3
a2744-3837,3.57406,-30.40769,4.392,3
a2744-4010,3.57519,-30.40735,2.9986,2
a2744-4888,3.57571,-30.40538,0.653,3
a2744-2785,3.56763,-30.41187,6.2737,1
a2744-2951,3.56823,-30.41097,3.7077,3
a2744-3000,3.56838,-30.41092,3.3161,3
a2744-3423,3.56929,-30.40963,3.581,3
a2744-1783,3.56771,-30.40935,4.0589,1
a2744-3306,3.56812,-30.40971,5.5406,2
a2744-3753,3.56716,-30.40875,0.3172,2
a2744-3759,3.56686,-30.40803,3.3576,2
a2744-3986,3.56777,-30.40731,3.9833,3
a2744-3472,3.5697,-30.40906,5.7648,2
a2744-3672,3.56934,-30.40873,4.0423,3
a2744-4319,3.56904,-30.40695,1.4591,3
a2744-4213,3.57043,-30.40654,5.1933,3
a2744-4812,3.57326,-30.40489,0.2469,2
a2744-5514,3.57478,-30.40367,0.304781,3
a2744-4903,3.57214,-30.40505,0.3011,3
a2744-5624,3.57325,-30.40298,3.7794,3
a2744-4321,3.56756,-30.40625,4.6315,3
a2744-4378,3.56756,-30.40607,4.045,3
a2744-5060,3.56804,-30.40633,1.1139,3
a2744-4946,3.56833,-30.40458,5.0193,2
a2744-5380,3.56916,-30.4047,0.9426,2
a2744-7256,3.56965,-30.40507,0.0,3
a2744-1369,3.57304,-30.40172,3.0337,1
a2744-5838,3.56864,-30.40253,2.58243,2
a2744-5922,3.57014,-30.40184,3.5931,2
a2744-6505,3.57138,-30.40013,4.6892,3
a2744-6832,3.57101,-30.39984,1.1058,3
a2744-6510,3.56821,-30.40036,4.023325,3
a2744-6876,3.56855,-30.39926,3.19,2
a2744-7635,3.5683,-30.3975,0.9511,2
a2744-2088,3.60345,-30.41676,0.318573,3
a2744-2284,3.60265,-30.41696,0.3135,3
a2744-2077,3.60202,-30.41574,4.78263,3
a2744-2104,3.60318,-30.41571,3.9538,3
a2744-2547,3.60136,-30.41536,0.3201,3
a2744-2288,3.59896,-30.41588,0.2544,3
a2744-2406,3.60162,-30.41421,0.2386,3
a2744-2504,3.59977,-30.41395,1.7663,3
a2744-2526,3.60016,-30.41361,1.1742,3
a2744-2532,3.60021,-30.41376,1.7663,3
a2744-1738,3.60159,-30.4127,4.7026,2
a2744-1903,3.59586,-30.4165,4.0527,2
a2744-2115,3.5938,-30.41545,6.5876,2
a2744-2589,3.59526,-30.41397,0.7443,3
a2744-966,3.59199,-30.41404,4.754,2
a2744-2680,3.5921,-30.41311,0.307,2
a2744-3020,3.59088,-30.41187,1.0912,3
a2744-2264,3.59882,-30.4146,4.7786,2
a2744-2599,3.59626,-30.41321,0.6073,3
a2744-2736,3.60054,-30.4122,4.0207,3
a2744-3415,3.60266,-30.40989,1.1043,3
a2744-2775,3.59574,-30.41208,0.4295,3
a2744-3503,3.59747,-30.40996,0.30632,3
a2744-3541,3.59656,-30.40901,5.283,3
a2744-3016,3.59345,-30.41084,3.785,2
a2744-3047,3.59382,-30.41077,3.782801,2
a2744-3424,3.59392,-30.40972,3.0537,3
a2744-3803,3.59374,-30.40922,0.3041,3
a2744-3468,3.59552,-30.40969,0.322,2
a2744-3870,3.59512,-30.40937,0.3201,3
a2744-4204,3.59855,-30.40888,1.309,2
a2744-4375,3.59852,-30.40842,0.1232,3
a2744-4365,3.59971,-30.40658,1.0961,3
a2744-4400,3.59594,-30.40686,1.688,2
a2744-5134,3.59817,-30.40483,0.3009,2
a2744-2661,3.58753,-30.41274,1.2684,3
a2744-2671,3.58888,-30.41334,0.3052,3
a2744-2768,3.58571,-30.41397,0.3027,3
a2744-2821,3.58792,-30.41161,5.283,3
a2744-2885,3.58704,-30.41242,0.8503,3
a2744-2962,3.58706,-30.41126,1.2843,3
a2744-365,3.59035,-30.4106,3.0537,3
a2744-2754,3.58923,-30.41182,3.2075,2
a2744-3410,3.58973,-30.41023,0.316304,3
a2744-3540,3.58882,-30.41072,0.3226,3
a2744-3910,3.58913,-30.40957,0.3178,3
a2744-3455,3.58623,-30.41001,1.688,2
a2744-3479,3.58326,-30.40909,0.9906,2
a2744-3699,3.58251,-30.40999,0.3192,3
a2744-3634,3.58345,-30.4085,4.9113,2
a2744-3671,3.58383,-30.4095,0.303249,3
a2744-3488,3.58733,-30.40909,1.043,1
a2744-3558,3.58643,-30.40936,2.016,3
a2744-3933,3.58594,-30.40844,0.3083,3
a2744-4433,3.58852,-30.40632,0.3179,2
a2744-4272,3.58738,-30.40648,2.6565,3
a2744-5693,3.58704,-30.40495,0.2986,3
a2744-3816,3.59352,-30.40775,4.9113,1
a2744-3880,3.59406,-30.408,2.016,3
a2744-4274,3.59424,-30.40639,3.6915,3
a2744-4439,3.59028,-30.4074,0.3185,3
a2744-4556,3.59172,-30.40781,0.3195,3
a2744-4580,3.59124,-30.40628,0.3185,3
a2744-562,3.59241,-30.40519,3.6915,3
a2744-740,3.59276,-30.40702,5.6616,3
a2744-4828,3.59275,-30.40613,0.3187,1
a2744-6034,3.59203,-30.40573,0.3187,3
a2744-4604,3.59513,-30.4059,1.043,3
a2744-4705,3.59468,-30.4059,0.308415,3
a2744-5339,3.59591,-30.40621,0.3163,3
a2744-5081,3.5959,-30.40448,1.043,3
a2744-5291,3.59591,-30.40413,0.0,3
a2744-5133,3.59349,-30.40504,3.5769,3
a2744-5005,3.59514,-30.40448,2.951,3
a2744-5393,3.59552,-30.40347,2.951,3
a2744-5978,3.59645,-30.40328,0.3006,2
a2744-4960,3.59059,-30.40446,4.9113,1
a2744-6210,3.5925,-30.40461,0.3152,3
a2744-4510,3.5884,-30.40588,2.6565,3
a2744-5340,3.58852,-30.40421,0.3201,2
a2744-5576,3.58797,-30.40425,0.2999,3
a2744-1451,3.58913,-30.40342,5.6616,3
a2744-5428,3.59096,-30.40326,3.6915,3
a2744-5436,3.58943,-30.40422,0.3181,2
a2744-5949,3.59211,-30.40263,3.5769,3
a2744-6298,3.59483,-30.40213,0.3166,3
a2744-7445,3.59083,-30.40252,0.0,3
a2744-3853,3.60413,-30.4077,3.543144,3
a2744-4198,3.60176,-30.40786,1.097,3
a2744-4247,3.60289,-30.40685,1.1053,3
a2744-4893,3.60489,-30.40454,0.297952,3
a2744-4933,3.60457,-30.40479,3.24458,3
a2744-5174,3.60468,-30.40435,0.2978,3
a2744-6220,3.60528,-30.40293,0.3163,3
a2744-4926,3.6019,-30.40501,4.3361,3
a2744-5190,3.60125,-30.40488,0.305516,2
a2744-4985,3.60071,-30.4046,3.785,3
a2744-5088,3.60006,-30.40439,5.283,3
a2744-5460,3.5987,-30.40485,1.1043,3
a2744-5353,3.60107,-30.40399,6.3271,3
a2744-5625,3.60092,-30.40294,3.7077,3
a2744-5710,3.60008,-30.40292,3.0537,3
a2744-5136,3.60365,-30.40431,0.2986,3
a2744-5574,3.60331,-30.40313,4.3342,3
a2744-6283,3.60258,-30.40106,0.2678,2
a2744-7,3.60381,-30.4008,3.2034,1
a2744-6245,3.60332,-30.40155,0.252722,3
a2744-6844,3.60333,-30.39964,0.6344,3
a2744-7344,3.60435,-30.40013,0.3192,3
a2744-7068,3.60527,-30.40081,0.3199,3
a2744-7199,3.60383,-30.39912,0.3026,3
a2744-7584,3.60561,-30.39746,0.6826,3
a2744-5566,3.59755,-30.40394,1.688,2
a2744-6098,3.59853,-30.40179,2.016,3
a2744-6270,3.59564,-30.4016,3.575358,3
a2744-6371,3.59688,-30.40098,0.9435,3
a2744-6374,3.59731,-30.40061,3.689835,3
a2744-6849,3.59676,-30.40051,0.3169,3
a2744-6364,3.60007,-30.40114,0.9448,3
a2744-7367,3.60186,-30.39866,0.3151,3
a2744-6714,3.59916,-30.39959,4.9113,1
a2744-7883,3.60128,-30.39705,0.9452,3
a2744-6872,3.59575,-30.39997,0.3163,2
a2744-7229,3.59446,-30.40035,0.3038,3
a2744-7280,3.59603,-30.39899,0.9462,3
a2744-6814,3.59341,-30.40004,0.3043,3
a2744-6887,3.59446,-30.39932,0.6341,3
a2744-7947,3.593,-30.39933,0.3093,3
a2744-943,3.59881,-30.39828,5.6616,3
a2744-9072,3.59896,-30.39752,0.3164,3
a2744-7737,3.60048,-30.39665,3.6893,2
a2744-8215,3.59943,-30.39557,0.4994,3
a2744-8235,3.60019,-30.39617,0.946811,3
a2744-7718,3.59728,-30.39672,1.8876,1
a2744-8267,3.5973,-30.39605,0.319,3
a2744-7692,3.60419,-30.39719,2.07,2
a2744-7825,3.6027,-30.39758,0.2993,3
a2744-7747,3.60544,-30.3966,5.7709,3
a2744-7903,3.60543,-30.39701,0.2384,3
a2744-8143,3.6022,-30.39699,0.303978,3
a2744-8343,3.60162,-30.39579,0.9438,3
a2744-8164,3.60391,-30.39613,0.302438,3
a2744-8357,3.60471,-30.39506,3.944229,1
a2744-8116,3.60625,-30.39558,5.7751,1
a2744-8204,3.60712,-30.39564,2.9955,3
a2744-8885,3.60666,-30.39328,5.1879,2
a2744-9609,3.60518,-30.39261,0.322,2
a2744-9634,3.60624,-30.39164,2.9822,2
a2744-9910,3.60615,-30.39197,1.3397,3
a2744-3,3.60042,-30.39511,5.7255,1
a2744-9283,3.60083,-30.3949,0.3065,3
a2744-9049,3.60201,-30.39318,1.1034,2
a2744-9089,3.6022,-30.39282,4.3748,3
a2744-8971,3.60009,-30.39376,1.344205,3
a2744-9010,3.59994,-30.39354,1.3437,3
a2744-9327,3.60169,-30.39288,1.104,3
a2744-9272,3.60465,-30.39223,3.4758,3
a2744-9672,3.6025,-30.39087,3.649,3
a2744-9663,3.60684,-30.39118,0.6018,3
a2744-10382,3.60743,-30.38849,3.473123,3
a2744-10482,3.60785,-30.38847,1.0452,3
a2744-10481,3.60397,-30.38872,0.6715,3
a2744-10548,3.60413,-30.38787,2.8529,3
a2744-10676,3.60522,-30.38744,0.6714,3
a2744-11930,3.60808,-30.38706,0.29738,3
a2744-11952,3.60834,-30.38673,1.0464,3
a2744-12148,3.6084,-30.38766,0.0,3
a2744-11626,3.60687,-30.38557,2.9422,2
a2744-2906,3.58198,-30.40834,3.0234,1
a2744-3606,3.58158,-30.40863,3.689685,3
a2744-3715,3.58121,-30.40837,0.4744,3
a2744-3885,3.58039,-30.40888,3.5769,3
a2744-495,3.58226,-30.40717,5.6616,3
a2744-1,3.58015,-30.4079,6.5565,1
a2744-3934,3.58073,-30.40777,0.6172,3
a2744-5084,3.58372,-30.4041,4.757353,3
a2744-5408,3.5844,-30.4034,5.7255,3
a2744-5474,3.58472,-30.40315,5.7255,3
a2744-5703,3.58328,-30.40335,1.8876,1
a2744-5908,3.58504,-30.40331,0.3039,3
a2744-6043,3.58437,-30.40289,0.3161,3
a2744-1609,3.58026,-30.40582,5.5601,1
a2744-5701,3.57876,-30.40321,0.00042,3
a2744-6527,3.5785,-30.40338,0.3158,3
a2744-6164,3.58193,-30.4017,1.0252,3
a2744-6211,3.58391,-30.40202,0.3013,2
a2744-6381,3.5799,-30.40088,0.6176,3
a2744-6393,3.58034,-30.40219,0.3565,2
a2744-5488,3.58594,-30.40316,4.7594,3
a2744-5673,3.58654,-30.40307,0.2603,3
a2744-6163,3.5885,-30.4021,0.2995,3
a2744-6339,3.58814,-30.40198,0.2989,3
a2744-6346,3.58884,-30.40173,0.307,2
a2744-5681,3.58605,-30.40272,4.176812,1
a2744-7770,3.58642,-30.40213,1.886538,1
a2744-6892,3.58794,-30.40085,0.3153,3
a2744-7824,3.58625,-30.40016,0.2998,3
a2744-7257,3.59034,-30.40037,0.4971,3
a2744-232,3.59058,-30.39892,4.1935,3
a2744-1066,3.59133,-30.39864,4.1935,3
a2744-2965,3.59111,-30.39897,5.6608,3
a2744-8010,3.58838,-30.39836,0.3175,3
a2744-7672,3.58994,-30.39762,0.474,3
a2744-6776,3.58472,-30.39982,0.3008,3
a2744-6705,3.5854,-30.3999,1.886028,1
a2744-7214,3.58536,-30.39898,0.3006,2
a2744-7954,3.58657,-30.39936,0.323,3
a2744-6982,3.58293,-30.39971,0.292145,3
a2744-7230,3.58398,-30.39926,0.3202,3
a2744-7516,3.5828,-30.39806,0.6173,3
a2744-7304,3.58392,-30.3986,0.2988,2
a2744-7542,3.58446,-30.39834,0.3237,3
a2744-7317,3.58668,-30.39818,1.0252,3
a2744-8095,3.58838,-30.39565,5.6625,3
a2744-8930,3.58868,-30.39608,0.3025,3
a2744-9382,3.58766,-30.3964,0.3033,3
a2744-8275,3.58552,-30.39715,0.3127,3
a2744-9428,3.58815,-30.39507,0.3004,3
a2744-5039,3.57612,-30.40449,5.6625,3
a2744-6090,3.57672,-30.40296,1.3437,2
a2744-4,3.57657,-30.40012,4.0214,1
a2744-6615,3.57696,-30.40083,1.3431,3
a2744-6261,3.57831,-30.40139,0.546,3
a2744-6638,3.57793,-30.401,1.3433,3
a2744-6843,3.57908,-30.40009,0.3057,3
a2744-7251,3.58074,-30.39856,0.2927,2
a2744-1199,3.5763,-30.39899,3.553624,2
a2744-6894,3.57809,-30.39965,0.7797,3
a2744-7101,3.57749,-30.39954,4.015,2
a2744-7337,3.57658,-30.39906,1.8606,2
a2744-7609,3.57859,-30.39911,0.3058,3
a2744-7182,3.578,-30.39839,4.0225,3
a2744-7243,3.57834,-30.39813,4.0225,3
a2744-8729,3.57886,-30.39712,0.3192,3
a2744-6953,3.57281,-30.40053,0.3145,3
a2744-6921,3.57454,-30.40012,1.3465,3
a2744-7127,3.57509,-30.3997,1.7411,3
a2744-8067,3.57491,-30.39838,0.3178,3
a2744-1984,3.57181,-30.39932,3.8841,2
a2744-7223,3.57196,-30.39892,0.2899,1
a2744-7606,3.57633,-30.39833,0.0,3
a2744-8132,3.57678,-30.39626,0.4985,3
a2744-7703,3.57487,-30.39719,0.3043,1
a2744-7858,3.57499,-30.3968,3.1291,3
a2744-261,3.5812,-30.39871,3.4087,3
a2744-7042,3.58133,-30.39888,0.2925,3
a2744-7231,3.58161,-30.39911,0.2925,2
a2744-7291,3.58108,-30.39853,0.2932,3
a2744-8117,3.58216,-30.39857,0.2989,3
a2744-7720,3.58308,-30.39703,0.2526,3
a2744-8175,3.58331,-30.39654,0.308346,3
a2744-7968,3.57951,-30.39689,0.6529,3
a2744-8253,3.58447,-30.39605,0.323811,3
a2744-8907,3.58519,-30.39467,0.3011,3
a2744-10059,3.5854,-30.39426,0.3204,3
a2744-9440,3.58341,-30.39208,4.0225,3
a2744-9710,3.58498,-30.39287,0.2958,3
a2744-9727,3.58438,-30.39175,0.32,3
a2744-8334,3.57908,-30.39588,0.6879,3
a2744-8521,3.57987,-30.39523,0.45,3
a2744-9646,3.57895,-30.39412,0.3194,3
a2744-8488,3.57996,-30.39477,4.0225,3
a2744-8748,3.57987,-30.39439,0.3204,2
a2744-8900,3.57964,-30.39408,0.320539,1
a2744-9503,3.58139,-30.39393,0.3,3
a2744-9131,3.57675,-30.39363,1.367,3
a2744-9389,3.57783,-30.3939,1.1613,3
a2744-9355,3.57855,-30.39184,0.29522,3
a2744-8942,3.58158,-30.3937,0.6422,3
a2744-9084,3.58211,-30.39292,4.0225,2
a2744-1775,3.5822,-30.39092,4.3663,2
a2744-9876,3.58037,-30.3922,0.294,3
a2744-10243,3.58096,-30.3908,0.2931,3
a2744-10174,3.58108,-30.38909,3.5777,3
a2744-7826,3.59263,-30.39712,0.6056,3
a2744-8184,3.59466,-30.39709,0.944,3
a2744-8252,3.59287,-30.39635,0.2974,3
a2744-7544,3.59102,-30.39744,1.0252,3
a2744-1407,3.59633,-30.39423,3.4087,2
a2744-9152,3.59406,-30.39327,0.3906,3
a2744-10689,3.5948,-30.39165,0.3008,3
a2744-8268,3.59071,-30.39556,5.6625,3
a2744-8615,3.58891,-30.39486,2.6501,3
a2744-8627,3.58969,-30.39433,3.975,2
a2744-8853,3.58925,-30.39445,0.78,3
a2744-8691,3.58886,-30.39421,3.975,2
a2744-8789,3.58935,-30.39386,3.9803,3
a2744-8826,3.58879,-30.3938,3.9803,3
a2744-9135,3.58909,-30.39266,4.0,2
a2744-9258,3.58863,-30.39252,4.015,2
a2744-9302,3.58968,-30.39213,4.0225,3
a2744-9303,3.59018,-30.39218,4.0225,3
a2744-10078,3.59275,-30.39153,0.0,3
a2744-9843,3.59348,-30.39038,0.239,3
a2744-10032,3.59388,-30.39085,0.2972,3
a2744-10270,3.59424,-30.39046,0.3165,3
a2744-5,3.59092,-30.39213,3.8913,1
a2744-10314,3.59034,-30.39094,0.2974,3
a2744-1550,3.59186,-30.38926,5.5364,2
a2744-10239,3.59316,-30.39035,0.3015,3
a2744-10419,3.59143,-30.3895,1.3672,3
a2744-9377,3.59795,-30.39202,5.1349,2
a2744-9587,3.59811,-30.39154,1.3607,3
a2744-9621,3.59982,-30.39117,3.0578,3
a2744-9894,3.59809,-30.39062,0.9932,3
a2744-9683,3.60072,-30.39073,4.3602,2
a2744-10259,3.60147,-30.38975,1.0196,3
a2744-10508,3.60002,-30.38972,0.19,3
a2744-1421,3.60136,-30.38869,4.3088,3
a2744-10256,3.60228,-30.38932,2.4754,2
a2744-12149,3.59877,-30.38802,0.3029,3
a2744-10669,3.60154,-30.38739,3.473974,2
a2744-11806,3.60033,-30.38675,3.2356,3
a2744-12269,3.59551,-30.38868,0.3033,3
a2744-12443,3.59471,-30.38912,0.3036,3
a2744-10703,3.59626,-30.38851,0.2968,3
a2744-12079,3.59348,-30.3876,0.2961,3
a2744-1860,3.59545,-30.38628,3.5756,2
a2744-10725,3.59608,-30.38711,3.4759,2
a2744-11772,3.59592,-30.3864,4.7984,3
a2744-11961,3.59474,-30.38692,0.9443,3
a2744-12026,3.59573,-30.38678,5.0537,3
a2744-12404,3.59543,-30.38682,5.0537,3
a2744-11388,3.59875,-30.38446,0.3094,2
a2744-9195,3.58822,-30.39252,4.0,2
a2744-9333,3.58647,-30.39213,4.0225,3
a2744-9778,3.58743,-30.39327,0.6011,3
a2744-9598,3.58884,-30.39182,1.3444,3
a2744-9697,3.5892,-30.39155,0.318573,2
a2744-9731,3.58877,-30.39081,3.549026,2
a2744-9296,3.58584,-30.39225,4.0225,3
a2744-9611,3.58496,-30.39138,4.0225,3
a2744-9956,3.58499,-30.39087,0.316,3
a2744-10200,3.58712,-30.391,0.6071,3
a2744-10340,3.58713,-30.38878,4.3006,3
a2744-10141,3.59063,-30.38988,1.1618,3
a2744-10551,3.58954,-30.38947,0.2944,3
a2744-10592,3.58921,-30.38985,0.3154,3
a2744-11950,3.58919,-30.3874,0.3171,3
a2744-10432,3.58408,-30.38891,0.2882,3
a2744-11856,3.58531,-30.38755,0.300424,3
a2744-10594,3.58235,-30.38768,4.8018,3
a2744-6,3.58727,-30.3855,3.2034,1
a2744-11363,3.58815,-30.385,0.298,3
a2744-11793,3.58837,-30.38633,6.33,2
a2744-11701,3.58551,-30.38588,3.0543,3
a2744-11467,3.58683,-30.38463,0.3091,2
a2744-10544,3.59254,-30.38765,3.0211,1
a2744-12023,3.59132,-30.38702,1.3661,3
a2744-11629,3.59438,-30.3858,4.9823,3
a2744-11621,3.59134,-30.38541,1.3401,3
a2744-11697,3.5911,-30.38558,1.3397,3
a2744-11786,3.59064,-30.38637,0.2962,3
a2744-11842,3.59122,-30.3867,0.31407,2
a2744-11259,3.59328,-30.38438,0.296157,3
a2744-11418,3.59255,-30.38531,0.3167,3
a2744-11194,3.59477,-30.38445,5.6094,3
a2744-11471,3.59627,-30.38445,5.7668,2
a2744-11057,3.59727,-30.38343,1.3482,3
a2744-10944,3.59303,-30.38297,0.3006,3
a2744-11033,3.59367,-30.38317,3.380315,3
a2744-11203,3.58917,-30.38394,0.293798,3
a2744-11531,3.58983,-30.38564,0.3173,2
a2744-10884,3.59028,-30.38269,0.3021,3
a2744-14675,3.59112,-30.3817,1.8925,1
a2744-10832,3.58804,-30.38256,0.312,3
a2744-11313,3.5877,-30.38365,1.5018,3
a2744-10839,3.59287,-30.38257,0.734,3
a2744-7701,3.57149,-30.39712,3.1309,2
a2744-7721,3.57143,-30.39695,3.1295,3
a2744-8459,3.57206,-30.39597,0.2999,2
a2744-7948,3.56848,-30.39643,0.652,2
a2744-7982,3.56907,-30.39626,0.9421,2
a2744-8538,3.57401,-30.39481,-0.000485,2
a2744-8683,3.57277,-30.39461,2.9315,3
a2744-9048,3.57335,-30.39355,0.7629,3
a2744-9356,3.57354,-30.39257,1.3584,3
a2744-1230,3.57113,-30.39295,5.4316,2
a2744-9248,3.57059,-30.39314,1.3246,3
a2744-10478,3.5715,-30.39043,0.2968,3
a2744-9252,3.57686,-30.39247,0.9806,3
a2744-9362,3.57528,-30.39253,1.1632,3
a2744-10111,3.57585,-30.38929,5.6218,2
a2744-10358,3.57584,-30.39016,1.1612,3
a2744-10428,3.57835,-30.38947,0.2951,3
a2744-10472,3.57842,-30.38884,1.1616,3
a2744-10603,3.58006,-30.38782,2.3266,2
a2744-10570,3.57683,-30.38802,1.3583,3
a2744-10580,3.57713,-30.38807,1.358,3
a2744-12004,3.58008,-30.38706,1.0472,3
a2744-12012,3.5789,-30.3871,0.2686,3
a2744-12195,3.57834,-30.3871,0.3077,3
a2744-10004,3.57267,-30.38975,5.2896,3
a2744-10338,3.5745,-30.38877,4.7125,3
a2744-10305,3.57146,-30.38882,4.4013,3
a2744-10708,3.57106,-30.38816,0.3038,2
a2744-73,3.57349,-30.38638,0.2382,2
a2744-11651,3.57336,-30.38633,0.3083,3
a2744-11937,3.57301,-30.38726,0.3218,2
a2744-12040,3.57361,-30.3872,0.2825,2
a2744-10626,3.57643,-30.3878,1.3576,3
a2744-11419,3.57752,-30.38481,0.3221,3
a2744-11559,3.57455,-30.38524,5.7637,2
a2744-11636,3.57369,-30.38568,0.3023,2
a2744-11655,3.57374,-30.38598,0.2969,3
a2744-11575,3.57541,-30.38487,0.7873,3
a2744-10312,3.57032,-30.38859,3.7866,2
a2744-11644,3.57017,-30.38645,0.2965,3
a2744-11371,3.57303,-30.38529,0.4988,3
a2744-14648,3.5744,-30.38364,0.254773,3
a2744-14400,3.5734,-30.38078,1.7587,3
a2744-10802,3.57086,-30.382,0.3068,3
a2744-14412,3.57178,-30.38043,1.675,1
a2744-11526,3.58249,-30.38499,0.296425,3
a2744-11728,3.58067,-30.38576,0.0,3
a2744-11946,3.57908,-30.38596,2.1895,2
a2744-12130,3.58166,-30.38505,1.1815,3
a2744-11113,3.585,-30.38373,0.2394,3
a2744-11303,3.58372,-30.38467,0.3033,3
a2744-1534,3.58353,-30.38131,4.866,1
a2744-11265,3.57873,-30.38422,0.317344,3
a2744-11196,3.57833,-30.38321,3.1508,2
a2744-14684,3.57733,-30.3819,3.9619,3
a2744-14545,3.57847,-30.38132,0.3184,3
a2744-10972,3.58666,-30.38247,4.9116,2
a2744-14697,3.57478,-30.38168,3.786727,1
a2744-14518,3.57784,-30.38121,3.3756,2
a2744-1560,3.57505,-30.38069,5.8994,2
a2744-14569,3.57579,-30.3804,0.313122,1
a2744-10644,3.60426,-30.38725,4.699333,3
a2744-1135,3.60564,-30.38522,4.9107,3
a2744-11544,3.60422,-30.38566,-0.0004,3
a2744-11908,3.6044,-30.38496,0.296,3
a2744-11440,3.60543,-30.38484,0.3115,3
a2744-10999,3.59859,-30.38286,5.1,2
a370-2085,39.97733,-1.59959,0.8047,2
a370-2159,39.97475,-1.59919,3.2797,3
a370-2577,39.97696,-1.59862,0.3702,3
a370-2714,39.97322,-1.59913,0.3747,3
a370-3774,39.97082,-1.59742,0.2567,2
a370-2914,39.97061,-1.5973,0.0,3
a370-3388,39.96992,-1.59711,0.0,3
a370-2510,39.97343,-1.59881,0.0,3
a370-2526,39.97315,-1.59806,0.369553,1
a370-2615,39.9756,-1.59774,0.3692,3
a370-2653,39.9719,-1.59741,0.3239,3
a370-3295,39.97697,-1.59621,0.3803,3
a370-3313,39.9765,-1.59496,0.5635,3
a370-3811,39.97213,-1.59431,0.3764,3
a370-3421,39.97051,-1.59445,1.3399,3
a370-3402,39.97409,-1.59451,0.3746,3
a370-3899,39.97563,-1.59207,1.1929,3
a370-3982,39.9732,-1.5913,1.0581,3
a370-3353,39.96719,-1.59461,0.2423,3
a370-3539,39.96422,-1.59475,0.377029,2
a370-3246,39.96542,-1.59458,0.4224,3
a370-3407,39.96188,-1.59539,0.7351,3
a370-3723,39.96248,-1.59246,4.1653,2
a370-3962,39.96146,-1.59181,0.5945,3
a370-4032,39.9614,-1.5934,0.3832,3
a370-3876,39.97013,-1.59257,1.2563,3
a370-4379,39.96957,-1.59312,0.3044,3
a370-3895,39.9673,-1.59242,0.382059,2
a370-4740,39.96823,-1.59157,0.3636,3
a370-4117,39.9716,-1.59135,0.3847,2
a370-5109,39.97224,-1.58931,0.3464,3
a370-4662,39.96936,-1.58963,0.603352,3
a370-4517,39.97096,-1.58921,1.2773,3
a370-4348,39.96736,-1.59048,0.3747,3
a370-4410,39.96723,-1.58992,0.8038,3
a370-4476,39.9643,-1.59121,0.3668,3
a370-4542,39.96439,-1.59042,0.595,3
a370-4806,39.96467,-1.59035,0.3817,3
a370-5398,39.96594,-1.58931,0.305,3
a370-4454,39.96785,-1.58973,0.367402,2
a370-4651,39.96911,-1.58905,1.2774,3
a370-4652,39.96976,-1.58854,4.254489,3
a370-5148,39.96975,-1.58781,0.373955,2
a370-5,39.96698,-1.5868,3.8084,2
a370-4770,39.96622,-1.588,4.87861,2
a370-5902,39.96743,-1.58718,0.3259,3
a370-5263,39.96891,-1.58711,0.5802,3
a370-5535,39.96797,-1.58615,0.6802,3
a370-6061,39.96772,-1.58659,0.3644,3
a370-3553,39.9803,-1.59328,0.7372,3
a370-4195,39.98056,-1.59157,1.1959,2
a370-3918,39.98008,-1.59136,4.1653,3
a370-3996,39.97973,-1.59139,1.2467,3
a370-4311,39.97862,-1.59104,0.3788,3
a370-4506,39.97925,-1.59031,1.45,3
a370-4115,39.9811,-1.59062,0.8265,3
a370-4190,39.98149,-1.59061,1.1959,3
a370-5051,39.98267,-1.58878,0.3843,3
a370-5242,39.98197,-1.58892,0.0,3
a370-4126,39.97678,-1.5906,0.7322,3
